"title","url","slug","description","headline","headlinedescription","price","brand_name","isdiscounted","offer","isactive","availableforsale","first_image_url"
"Where Conscious Fashion Meets Executive Class.","https://greenhermitage.com/products/willow-vegan-leather-laptop-sleeve-tan","greenhermitage-willow-vegan-leather-laptop-sleeve-tan","<div class=""""product-description"""">
  <h2>Willow Vegan Leather Laptop Sleeve - Tan</h2>

  <p><strong>Overview:</strong> Protect your tech in sustainable style with the <strong>Willow Vegan Leather Laptop Bag</strong>. Handcrafted from premium cruelty-free leather, this eco-friendly sleeve bag combines sleek design with functionality, making it perfect for work, travel, or daily use.</p>

  <p><strong>Key Features:</strong></p>
  <ul>
    <li>Handcrafted from premium cruelty-free vegan leather</li>
    <li>Sleek design with earthy tones and intricate detailing</li>
    <li>Soft yet durable lining keeps your laptop scratch-free</li>
    <li>Minimalist yet bold aesthetic for modern professionals</li>
    <li>Eco-friendly and sustainable choice</li>
  </ul>

  <p><strong>Perfect For:</strong> Carrying your laptop safely, stylishly, and sustainably, whether at work, during travel, or in daily routines.</p>
</div>","Willow Vegan Leather Laptop Sleeve - Tan","Handcrafted from premium cruelty-free leather, this eco-friendly sleeve bag has a sleek design accented with earthy tones and intricate detailing.","{""code"":""INR"",""amount"":""10999"",""symbol"":""₹""}","Green Hermitage",True,"{""type"":""PERCENT"",""value"":""20"",""symbol"":""%"",""code"":""TOASTD20""}",True,True,"https://assets.toastd.in/greenhermitage/greenhermitage-willow-vegan-leather-laptop-sleeve-tan/images/green_hermitage_tan_1.webp"
"NOVA | Timeless Clarity - Olive Wood & Skeleton Dial Mechanical Watch","https://samyakwatches.com/","samyak-nova-timeless-clarity","<div>
  <h2>NOVA | Timeless Clarity</h2>

  <p><strong>A window into craftsmanship, Nova reveals the beauty of mechanics through its skeleton dial and warm wood tones. Every gear and motion is on display — a statement of precision, transparency, and timeless elegance.</strong></p>

  <p>The NOVA Timeless Clarity blends Hardlex, olive wood, and stainless steel for a refined balance of durability and natural warmth. Its open skeleton dial showcases the intricate mechanical movement inside, creating a watch that is as much a work of art as it is a timepiece. With 3 ATM water resistance, it is crafted for both sophistication and everyday use.</p>

  <ul>
    <li><strong>Model:</strong> GT114-1</li>
    <li><strong>Material:</strong> Hardlex + Olive Wood + Stainless Steel</li>
    <li><strong>Movement:</strong> Quality Mechanical Movement</li>
    <li><strong>Water Resistance:</strong> 3 ATM (Daily Life Waterproof)</li>
    <li><strong>Case Thickness:</strong> 13.2 mm</li>
    <li><strong>Case Diameter:</strong> 44 mm</li>
    <li><strong>Perimeter:</strong> 220 mm</li>
    <li><strong>Band Width:</strong> 22 mm</li>
  </ul>

  <p><strong>Care Instructions:</strong> Wipe with a soft cloth to maintain its shine. Keep away from prolonged water exposure and extreme temperatures. Store in a dry, cool place to preserve both the wood and the movement.</p>
</div>","NOVA | Timeless Clarity","A refined skeleton dial watch blending olive wood and stainless steel — Nova showcases every gear in motion with elegance and precision.","{""code"":""INR"",""amount"":""20000"",""symbol"":""₹""}","Samyak",False,"{""type"":""PERCENT"",""value"":"""",""symbol"":"""",""code"":""""}",True,True,"https://assets.toastd.in/samyak/samyak-nova-timeless-clarity/images/1.webp"
"From Gym to Office - One Bottle Does It All.","https://www.stotodo.com/products/pillar-glass-bottle","stotodo-pillar-glass-bottle","<div class=""product-description"">
  <h2><strong>Stotodo Pillar Glass Bottle (1000ml)</strong></h2>
  <ul>
    <li><strong>Capacity:</strong> 1000ml borosilicate glass bottle with UV printed markings</li>
    <li><strong>Protection:</strong> Durable silicone sleeve for grip and break resistance</li>
    <li><strong>Lid:</strong> Bamboo lid with internal plastic threading and cotton rope loop for easy carrying</li>
    <li><strong>Design:</strong> Sleek shape fits in most car holders, bags, and backpacks</li>
    <li><strong>Eco-Conscious:</strong> BPA-free, phthalate-free, and reusable</li>
    <li><strong>Easy to Clean:</strong> Removable silicone sleeve and smooth glass interior</li>
    <li><strong>Usage:</strong> Perfect for gym, office, travel, and daily hydration</li>
  </ul>
</div>","Pillar portable glass bottle","Pillar helps you achieve your daily hydration goals with its helpful levels. Whether morning or evening, every line is a sip that counts so that you can stay hydrated like a caterpillar.","{""code"":""INR"",""amount"":""1599"",""symbol"":""₹""}","Stotodo",True,"{""type"":""PERCENT"",""value"":""5"",""symbol"":""%"",""code"":""TOSTO5""}",True,True,"https://assets.toastd.in/stotodo/stotodo-pillar-glass-bottle/images/stotodo_pillar_1.webp"
"Relive the night India lifted the cup - every time you wear it.","https://thgc.club/products/2011-india-world-cup-tshirt-airforce-blue","thgc-2011-india-world-cup-tshirt-airforce-blue","<div class=""product-description"">
  <h2>2011 India World Cup T-shirt – Airforce Blue</h2>

  <p><strong>Overview:</strong> Celebrate India’s historic 2011 World Cup victory with this premium, comfort-first tee crafted for all-day wear and lasting memories.</p>

  <p><strong>Color:</strong> Airforce Blue</p>

  <p><strong>Product Features:</strong></p>
  <ul>
    <li>Oversized Fit</li>
    <li>Raised Puff Print Design</li>
    <li>100% Premium Cotton</li>
    <li>GSM: 240</li>
    <li>Made in India</li>
    <li>Tribute to 2011 World Cup Victory</li>
  </ul>

  <p><strong>Care Instructions:</strong></p>
  <ul>
    <li>Machine Wash Cold (Gentle Cycle, Inside Out)</li>
    <li>Use Mild Detergent</li>
    <li>Do Not Bleach or Dry Clean</li>
    <li>Tumble Dry Low</li>
    <li>Do Not Iron on Print/Embroidery</li>
  </ul>

  <p><strong>Fit &amp; Sizing:</strong> Model is wearing an oversized fit. For a regular look, consider sizing down.</p>

  <p><strong>Return &amp; Exchange:</strong> Easy 7-day exchange on unworn items with tags intact.</p>
</div>
","2011 INDIA WORLD CUP TSHIRT - AIRFORCE BLUE","A night to remember, a legacy to wear. The 2011 Puff Print T-shirt pays homage to India’s second Cricket World Cup triumph with a striking raised puff print design.","{""code"":""INR"",""amount"":""900"",""symbol"":""₹""}","The Hustle Groove Co",True,"{""type"":""PERCENT"",""value"":""15"",""symbol"":""%"",""code"":""TOASTD15""}",True,True,"https://assets.toastd.in/thgc/thgc-2011-india-world-cup-tshirt-airforce-blue/images/thgc_2011_1.webp"
"""Smooth Operate"" your Bedroom Wall","https://unit01labs.com/products/circuit-de-spa-f1-track-3d-wall-frame","unit01labs-circuit-de-spa-f1","<div class=""""product-description circuit-f1-frame"""">
  <h2>Circuit De Spa F1 Track 3D Wall Frame</h2>

  <p><strong>Overview:</strong> Bring the thrill of Formula 1 racing into your space with the <strong>Circuit De Spa F1 Track 3D Wall Frame</strong>. Handcrafted with precision, this durable and stylish piece is designed to be lightweight, shatterproof, and a perfect addition for motorsport fans and modern interiors alike.</p>

  <p><strong>Key Features:</strong></p>
  <ul>
    <li>Non-breakable &amp; Durable construction</li>
    <li>Lightweight design for easy handling</li>
    <li>Made with hard material for long-lasting use</li>
    <li>Handcrafted with precision</li>
    <li>Unique 3D design for a striking visual appeal</li>
  </ul>

  <p><strong>Material Details:</strong></p>
  <ul>
    <li>Frame: Black Wooden Frame</li>
    <li>Glass Type: Acrylic Glass (Lightweight &amp; Shatterproof)</li>
    <li>Frame Color: Black</li>
  </ul>

  <p><strong>Specifications:</strong></p>
  <ul>
    <li>Size: A4 (8.3 × 11.7 inches)</li>
    <li>Design Type: 3D Wall Frame</li>
    <li>Hanging: Equipped with a sturdy hook for easy wall mounting</li>
  </ul>

  <p><strong>Why Choose This Frame?</strong> Its lightweight, durable, and shatterproof build ensures both safety and style. Perfect for living rooms, offices, or personal collections, it’s a must-have for F1 lovers.</p>

  <p><strong>Care Instructions:</strong> Wipe gently with a soft, dry cloth. Avoid using harsh chemicals or water to maintain its shine and durability.</p>
</div>","Circuit De Spa F1 Track 3D Wall Frame","Crafted with high-quality 200gsm photo paper and featuring a raised track design, this collectible brings a multi-dimensional look that goes beyond ordinary wall art.","{""code"":""INR"",""amount"":""1699"",""symbol"":""₹""}","Unit 01 Labs",True,"{""type"":""PERCENT"",""value"":""10"",""symbol"":""%"",""code"":""TOASTD10""}",True,True,"https://assets.toastd.in/unit01labs/unit01labs-circuit-de-spa-f1/images/unit_01_labs_circuit_de_spa_01.webp"
"“Mom, I Am the Rich Man.” Period.","https://ctrlplusp.in/products/baby-tee?variant=51701364359475","ctrlplus-baby-tee","<div>
  <h2 class=""product-heading"">Bold Words. Bigger Energy.</h2>
  <p class=""product-intro"">Meet the <strong>Rich Man Crop Tee</strong> by Ctrl+P - where minimalist comfort meets loud, fearless messaging. Designed to empower and styled to stand out, this tee says what others won’t.</p>
  <h3 class=""product-subheading"">Product Features:</h3>
  <ul class=""product-features"">
    <li><strong>Fabric:</strong> Soft, breathable cotton for all-day comfort</li>
    <li><strong>Graphic:</strong> Striking red star print with “Mom, I am a Rich Man” quote</li>
    <li><strong>Design Details:</strong> Contrast red collar and sleeve trim for a sporty edge</li>
    <li><strong>Fit:</strong> Relaxed silhouette for easy movement and everyday wear</li>
    <li><strong>Style Vibe:</strong> Statement streetwear with unapologetic attitude</li>
    <li><strong>Ideal For:</strong> Casual days, confident moods, and standing your ground</li>
  </ul>
  <p class=""product-closing"">The <strong>Rich Man Tee</strong> isn’t just fashion - it’s a mindset. Wear it like you mean it.</p>
</div>","RICH MAN CROP TEE","Statement red star graphic with empowering quote. Contrast red collar and sleeve trim for a sporty pop","{""code"":""INR"",""amount"":""800"",""symbol"":""₹""}","CTRL+P",True,"{""type"":""PERCENT"",""value"":""10"",""symbol"":""%"",""code"":""TOASTD10""}",True,True,"https://assets.toastd.in/ctrlplus/ctrlplus-baby-tee/images/ctrl_rich.webp"
"For Floors That Love Speed.","https://www.thedripcorugs.in/products/bmw-m-sports-logo-rug","the-drip-co-rugs-bmw-m-sports-logo-rug","<div class=""""product-description m-speed-racing-rug"""">
  <h2>M Speed Racing Rug</h2>

  <p><strong>Overview:</strong> Bring home the <strong>M-Speed Rug</strong> featuring the iconic <strong>BMW M-Sports logo</strong>. Crafted with precision and luxury, it’s the ultimate statement piece for every auto enthusiast.</p>

  <p><strong>Key Features:</strong></p>
  <ul>
    <li>Made from <strong>100% New Zealand Wool</strong></li>
    <li><strong>4000 GSM</strong> premium quality</li>
    <li><strong>Hand-tufted</strong> in a soft cut-pile style</li>
    <li><strong>Pet and child friendly</strong></li>
  </ul>

  <p><strong>Why You'll Love It:</strong> Designed for comfort and durability, this rug not only adds sophistication to your space but also showcases your passion for motorsport in style.</p>
</div>","BMW M-Speed Rug","This isn’t just a rug - it’s horsepower for your floor.","{""code"":""INR"",""amount"":""2370"",""symbol"":""₹""}","The Drip Co Rugs",True,"{""type"":""AMOUNT"",""value"":""250"",""symbol"":""₹"",""code"":""Toastd10""}",True,True,"https://assets.toastd.in/the-drip-co-rugs/the-drip-co-rugs-bmw-m-sports-logo-rug/images/drip_co_speed_1.webp"
"STORM | Grey Force - Rugged Grey Dial & Automatic Movement Watch","https://samyakwatches.com/","samyak-storm-grey-force","<div>
  <h2>STORM | Grey Force</h2>

  <p><strong>With its smoky grey dial and rugged design, Storm captures the raw energy of a brewing thunder. A bold timepiece crafted for those who thrive in chaos, command presence, and move with unstoppable force.</strong></p>

  <p>The Grey Force watch combines Chacate Preto wood, alloy, and a durable Hardlex mirror, delivering both strength and elegance. Featuring automatic movement and 3 ATM daily life water resistance, it is designed for enduring performance and style.</p>

  <ul>
    <li><strong>Model:</strong> GT050-2</li>
    <li><strong>Material:</strong> Chacate Preto + Alloy + Hardlex Mirror</li>
    <li><strong>Movement:</strong> Automatic Movement</li>
    <li><strong>Water Resistance:</strong> 3 ATM (Daily Life Waterproof)</li>
    <li><strong>Case Thickness:</strong> 11.5 mm</li>
    <li><strong>Case Diameter:</strong> 44.5 mm</li>
    <li><strong>Perimeter:</strong> 240 mm</li>
    <li><strong>Band Width:</strong> 23 mm</li>
  </ul>

  <p><strong>Care Instructions:</strong> Wipe regularly with a soft cloth. Avoid extended exposure to water and extreme temperatures. Store in a cool, dry place when not in use.</p>
</div>","STORM | Grey Force","With its smoky grey dial and rugged design, Storm captures the raw energy of brewing thunder — a bold timepiece of unstoppable force.","{""code"":""INR"",""amount"":""15000"",""symbol"":""₹""}","Samyak",False,"{""type"":""PERCENT"",""value"":"""",""symbol"":"""",""code"":""""}",True,True,"https://assets.toastd.in/samyak/samyak-storm-grey-force/images/1.webp"
"Smooth Like Your Weekend Plans.","https://kozasko.com/products/brown-suede-leather-belt","kozasko-brown-suede-leather-belt","<div class=""""product-description"""">
  <h2>Handmade Brown Suede Leather Belt</h2>

  <p><strong>Overview:</strong> Introducing <strong>Kozasko’s Argentinian Luxury Brown Suede Leather Belts</strong>, meticulously crafted for unmatched elegance and durability. Perfect for those who value style and quality in their accessories.</p>

  <p><strong>Product Features:</strong></p>
  <ul>
    <li>30mm Wide Belt for a classic look</li>
    <li>Premium Nubuck Leather Lining for superior comfort</li>
    <li>Stitched with Coats Thread for extra strength and durability</li>
    <li>High-Quality Brass Buckle providing an antique look and enhanced longevity</li>
    <li>Handmade with attention to detail</li>
  </ul>

  <p><strong>Why Choose This Belt?</strong> The perfect blend of elegance and durability, suitable for everyday wear or special occasions.</p>

  <p><strong>Care Instructions:</strong></p>
  <ul>
    <li>Wipe with a dry cloth to remove dust</li>
    <li>Avoid contact with water and harsh chemicals</li>
    <li>Store in a cool, dry place away from direct sunlight</li>
    <li>Condition the leather occasionally to maintain suppleness</li>
  </ul>
</div>","Handmade Brown Suede Leather Belt","Introducing Kozasko’s Argentinian Luxury Brown Suede Leather Belts, meticulously crafted for unmatched elegance and durability.","{""code"":""INR"",""amount"":""3300"",""symbol"":""₹""}","Kozasko",True,"{""type"":""PERCENT"",""value"":""5"",""symbol"":""%"",""code"":""Toastd5""}",True,True,"https://assets.toastd.in/kozasko/kozasko-brown-suede-leather-belt/images/kozasko_brown_1.webp"
"Class Is in the (Waist) line.","https://kozasko.com/products/black-italian-leather-belt","kozasko-black-italian-leather-belt","<div class=""""product-description"""">
  <h2>Italian Full Grain Black Leather Belt</h2>

  <p><strong>Overview:</strong> Introducing <strong>Kozasko’s Black Italian Leather Belt</strong>, crafted from one of the finest full-grain leathers for unmatched elegance and durability. The belt features premium nubuck leather lining for superior comfort, making it perfect for all-day wear. Stitched with Coats thread, it offers extra strength for long-lasting use. The nickel-free buckle adds to the belt’s longevity and ensures a sleek, allergy-free experience.</p>

  <p><strong>Key Features:</strong></p>
  <ul>
    <li>Made from high-quality Italian full-grain leather</li>
    <li>Premium nubuck leather lining for comfort</li>
    <li>Stitched with Coats thread for extra durability</li>
    <li>Nickel-free buckle for longevity and allergy-free wear</li>
    <li>Elegant design suitable for all-day wear</li>
  </ul>

  <p><strong>Perfect For:</strong> Formal occasions, business meetings, or casual outings. Pairs effortlessly with tailored suits, chinos, or denim, adding a touch of sophistication to your style.</p>
</div>","Italian Full Grain Black Leather Belt","Ideal for formal occasions, business meetings, or casual outings, these belts are versatile enough to complement any wardrobe. Whether paired with tailored suits, chinos, or denim.","{""code"":""INR"",""amount"":""3600"",""symbol"":""₹""}","Kozasko",True,"{""type"":""PERCENT"",""value"":""5"",""symbol"":""%"",""code"":""Toastd5""}",True,True,"https://assets.toastd.in/kozasko/kozasko-black-italian-leather-belt/images/kozasko_belt_1.webp"
"Wheat Chain (Gold) – Intricate Interwoven Chain for Men","https://grytt.in/products/wheat-chain-gold","grytt--wheat-chain-gold","<div>
  <p><strong>Key Features:</strong></p>
 <ul>
    <li><strong>Material:</strong> 316L Recycled Stainless Steel with 18K Gold Vermeil</li>
    <li><strong>Chain Size:</strong> 24 inches</li>
    <li><strong>Thickness:</strong> 4mm</li>
    <li><strong>Design:</strong> Intricate, interwoven wheat-style links for a bold yet refined aesthetic</li>
    <li><strong>Style:</strong> Versatile design suitable for both casual and formal looks</li>
    <li><strong>Durability:</strong> Waterproof, anti-tarnish, and resistant to wear</li>
    <li><strong>Finish:</strong> Brilliant 18K gold vermeil polish for a long-lasting shine</li>
    <li><strong>Comfort:</strong> Hypoallergenic and smooth edges for comfortable daily wear</li>
  </ul>
</div>","WHEAT CHAIN (GOLD)","The Wheat Chain (Gold) embodies timeless sophistication with its interwoven wheat-style links that exude strength and elegance. Made from 316L recycled stainless steel with 18K gold vermeil, this 4MM chain (24 inches) is waterproof, anti-tarnish, and crafted for a lifetime of everyday wear.","{""code"":""INR"",""amount"":""799"",""symbol"":""₹""}","Grytt",True,"{""type"":""PERCENT"",""value"":""10"",""symbol"":""%"",""code"":""Toastd10""}",True,True,"https://assets.toastd.in/grytt/grytt--wheat-chain-gold/images/1.webp"
"Hang History. Lap After Lap.","https://unit01labs.com/products/silverstone-3d-f1-poster","unit01labs-silverstone-3d-f1-poster","<div class=""""product-description"""">
  <h2>Silverstone 3D F1 Wall Frame</h2>

  <p><strong>Overview:</strong> Whether you're a racing enthusiast or looking for a unique gift, this stunning artwork is the perfect choice. Ideal for personalizing your space, it's more than just a poster – it’s a statement piece.</p>

  <p><strong>Why You'll Love It:</strong></p>
  <ul>
    <li>Handmade with Precision and Care</li>
    <li>Printed on Premium 280g Fine Art Paper</li>
    <li>Stunning 3D Design of the Silverstone F1 Track</li>
    <li>Perfect for Gifting or Enhancing Your Decor</li>
  </ul>

  <p><strong>Display Ideas:</strong></p>
  <ul>
    <li>Living Room Wall Accent</li>
    <li>Home Office or Workspace Decoration</li>
    <li>Motorsport Fan Collection</li>
    <li>Unique Gift for F1 Enthusiasts</li>
  </ul>
</div>","Silverstone 3D F1 Wall Frame","Whether you're a racing enthusiast or looking for a unique gift, this stunning artwork is the perfect choice. Ideal for personalizing your space, it's more than just a poster – it’s a statement piece.","{""code"":""INR"",""amount"":""1699"",""symbol"":""₹""}","Unit 01 Labs",True,"{""type"":""PERCENT"",""value"":""10"",""symbol"":""%"",""code"":""TOASTD10""}",True,True,"https://assets.toastd.in/unit01labs/unit01labs-silverstone-3d-f1-poster/images/unit_01_labs_silverstone_1.webp"
"Thin Cuban Sleek & Timeless Everyday Chain","https://grytt.in/products/figaro-bracelet-silver","grytt-figaro-bracelet-silver","<div>
  <p><strong>Key Features:</strong></p>
 <ul>
    <li><strong>Material:</strong> 316L Recycled Stainless Steel with 18K Gold / Rhodium Vermeil</li>
    <li><strong>Bracelet Length:</strong> 19 cm - 21 cm (adjustable)</li>
    <li><strong>Thickness:</strong> 4MM</li>
    <li><strong>Design:</strong> Classic Figaro link pattern — bold but refined</li>
    <li><strong>Style:</strong> Wear alone for a minimalist look or stack with other bracelets for a layered finish</li>
    <li><strong>Durability:</strong> Waterproof and anti-tarnish</li>
    <li><strong>Finish:</strong> Polished vermeil finish for lasting shine</li>
    <li><strong>Versatility:</strong> Perfect for everyday wear — from casual to formal</li>
  </ul>
</div>","FIGARO BRACELET (SILVER)","The Figaro Bracelet (Silver) - an adjustable, 4mm bracelet with classic Figaro links crafted from recycled 316L stainless steel with 18K Gold/Rhodium vermeil. Waterproof, anti-tarnish and built for daily wear.","{""code"":""INR"",""amount"":""599"",""symbol"":""₹""}","Grytt",True,"{""type"":""PERCENT"",""value"":""10"",""symbol"":""%"",""code"":""Toastd10""}",True,True,"https://assets.toastd.in/grytt/grytt-figaro-bracelet-silver/images/1.webp"
"Pocket Goals: Activated.","https://nomoreofmore.com/collections/tote/products/pocket-cluster-313-1-laptop-tote","no-more-pocket-cluster-313-1-laptop-tote","<div class=""""product-description"""">
  <h2>Pocket Cluster Laptop Tote - Grey</h2>

  <p><strong>Overview:</strong> The <strong>Pocket Cluster Tote</strong> combines fashion and function, featuring multiple pockets that keep your essentials organized and within reach. Perfect for work, travel, or daily use, this tote is both stylish and practical.</p>

  <p><strong>Key Features:</strong></p>
  <ul>
    <li>Multiple pockets for easy organization</li>
    <li>Dedicated laptop compartment for secure storage</li>
    <li>Convenient bottle pocket</li>
    <li>Rear sleeve that slides seamlessly onto luggage for travel</li>
    <li>Designed for effortless everyday use</li>
  </ul>

  <p><strong>Perfect For:</strong> Professionals, travelers, and anyone seeking a stylish and functional tote for everyday convenience and organization.</p>
</div>","POCKET CLUSTER LAPTOP TOTE - Grey","Featuring multiple pockets for both fashion and function, the Pocket Cluster Tote keeps your essentials within reach - whether at work or on the move.","{""code"":""INR"",""amount"":""5975"",""symbol"":""₹""}","No More",True,"{""type"":""PERCENT"",""value"":""15"",""symbol"":""%"",""code"":""TOASTD15""}",True,True,"https://assets.toastd.in/no-more/no-more-pocket-cluster-313-1-laptop-tote/images/nomore_pocket_1.webp"
"Cipher Pendant With Chain (Silver)","https://grytt.in/products/cipher-pendant-with-chain-silver","grytt-cipher-pendant-with-chain-silver","<div>
  <p><strong>Key Features:</strong></p>
  <ul>
    <li><strong>Material:</strong> 316L Recycled Stainless Steel with Rhodium Vermeil</li>
    <li><strong>Chain Size:</strong> 22 inches</li>
    <li><strong>Design:</strong> Sculpted geometric cipher pendant reflecting balance and precision</li>
    <li><strong>Style:</strong> Minimal, modern pendant that complements both streetwear and tailored looks</li>
    <li><strong>Durability:</strong> Waterproof, anti-tarnish, and engineered for daily wear</li>
    <li><strong>Finish:</strong> Polished silver tone with subtle sculpted depth</li>
    <li><strong>Versatility:</strong> Pairs effortlessly with casual and formal outfits</li>
  </ul>
</div>","CIPHER PENDANT WITH CHAIN (SILVER)","The Cipher Pendant by GRYTT embodies precision and purpose. Crafted from recycled 316L stainless steel with a rhodium vermeil finish, its clean geometric lines deliver a refined, modern statement built to withstand daily wear.","{""code"":""INR"",""amount"":""1199"",""symbol"":""₹""}","Grytt",True,"{""type"":""PERCENT"",""value"":""10"",""symbol"":""%"",""code"":""Toastd10""}",True,True,"https://assets.toastd.in/grytt/grytt-cipher-pendant-with-chain-silver/images/1.webp"
"Pearl Half & Half Bracelet (Silver) – Half Cuban Half Pearl","https://grytt.in/products/pearl-half-nd-half-bracelet-silver","pearl-half-nd-half-bracelet-silver","<div>
  <p><strong>Key Features:</strong></p>
 <ul>
    <li><strong>Material:</strong> 316L Recycled Stainless Steel with 18K Gold/Rhodium Vermeil</li>
    <li><strong>Bracelet Length:</strong> 21 cm</li>
    <li><strong>Design:</strong> Half Cuban links paired with classic pearls for a contemporary hybrid look</li>
    <li><strong>Style:</strong> Perfect for solo wear or stacking—adds a refined edge to any outfit</li>
    <li><strong>Durability:</strong> Waterproof and anti-tarnish for long-lasting brilliance</li>
    <li><strong>Finish:</strong> Polished rhodium/gold vermeil finish for a radiant sheen</li>
    <li><strong>Versatility:</strong> Contemporary yet timeless — suitable for casual and formal occasions</li>
    <li><strong>Maintenance:</strong> Wipe with mild soap and water; dry thoroughly to preserve plating</li>
  </ul>
</div>","PEARL HALF & HALF BRACELET (SILVER)","The Pearl Half & Half Bracelet (Silver) pairs sleek Cuban links with classic pearls to create a modern, refined hybrid bracelet. Crafted from 316L recycled stainless steel with rhodium vermeil, this 21cm piece is waterproof, anti-tarnish, and designed for everyday elegance.","{""code"":""INR"",""amount"":""799"",""symbol"":""₹""}","Grytt",True,"{""type"":""PERCENT"",""value"":""10"",""symbol"":""%"",""code"":""Toastd10""}",True,True,"https://assets.toastd.in/grytt/pearl-half-nd-half-bracelet-silver/images/5.webp"
"FIGARO BRACELET (GOLD)","https://grytt.in/products/figaro-bracelet-gold","grytt-figaro-bracelet-gold","<div>
  <p><strong>Key Features:</strong></p>
  <ul>
    <li><strong>Material:</strong> 316L Recycled Stainless Steel with 18K Gold Vermeil</li>
    <li><strong>Bracelet Length:</strong> 19 cm - 21 cm (adjustable)</li>
    <li><strong>Thickness:</strong> 4MM</li>
    <li><strong>Design:</strong> Classic Italian Figaro link design with alternating short and long links</li>
    <li><strong>Style:</strong> Elegant yet bold — perfect for solo wear or stacking</li>
    <li><strong>Durability:</strong> Waterproof, sweatproof, and anti-tarnish</li>
    <li><strong>Finish:</strong> Polished 18K gold vermeil with PVD plating for long-lasting shine</li>
    <li><strong>Comfort:</strong> Lightweight and hypoallergenic for all-day wear</li>
  </ul>
</div>","FIGARO BRACELET (GOLD)","The Figaro Bracelet (Gold) blends timeless Italian craftsmanship with modern durability. Crafted from 316L recycled stainless steel and plated with 18K gold vermeil using PVD technology, this bracelet offers a luxurious shine and bold presence. Adjustable between 19–21 cm, it’s waterproof, anti-tarnish, and perfect for everyday confidence.","{""code"":""INR"",""amount"":""599"",""symbol"":""₹""}","Grytt",True,"{""type"":""PERCENT"",""value"":""10"",""symbol"":""%"",""code"":""Toastd10""}",True,True,"https://assets.toastd.in/grytt/grytt-figaro-bracelet-gold/images/1.webp"
"Arabica, Robusta & Blend - Choose your fighter.","https://brownrushcoffee.com/products/brown-rush-starter-pack?pr_prod_strat=jac&pr_rec_id=ab6c2307b&pr_rec_pid=8182257516853&pr_ref_pid=9773081035061&pr_seq=uniform","brown-rush-coffee-starter-pack","<div class=""""product-description"""">
  <h2>Brown Rush Starter Pack</h2>

  <p><strong>Overview:</strong> The <strong>Brown Rush Starter Pack</strong> is like a rock band in a box—featuring three bold coffee concentrates, each with its own unique personality. Whether you crave edgy intensity, smooth harmony, or the perfect balance, this pack has you covered.</p>

  <p><strong>What's Inside:</strong></p>
  <ul>
    <li><strong>Robusta:</strong> The edgy lead singer—bold, strong, and full of character.</li>
    <li><strong>Arabica:</strong> The smooth bassist—refined, mellow, and effortlessly balanced.</li>
    <li><strong>80-20 Blend:</strong> The perfect drummer—a mix of punch and finesse for every occasion.</li>
  </ul>

  <p><strong>Pack Size:</strong> 200 ml of each variant, giving you the full band experience in one starter kit.</p>

  <p><strong>Why You'll Love It:</strong> Perfect for experimenting, gifting, or simply enjoying different moods of coffee, the Brown Rush Starter Pack is your backstage pass to bold brews.</p>
</div>","Brown Rush Starter Pack","This coffee concentrate starter pack is like a rock band with three distinct personalities.","{""code"":""INR"",""amount"":""849"",""symbol"":""₹""}","Brown Rush Coffee",False,"{""type"":""PERCENT"",""value"":"""",""symbol"":"""",""code"":""""}",True,True,"https://assets.toastd.in/brown-rush-coffee/brown-rush-coffee-starter-pack/images/brown_rush_pack_1.webp"
"Just like Childhood? But Make It Magnetic.","https://adeloft.com/products/magmate-fun-table-top-magnetic-board-game-for-kids-and-adults-stem-24-magnets-travel-bag-and-lanyard","adeloft-magmate-fun-table","<div class=""""product-description"""">
  <h2>MAGMATE Classic - Fun Magnetic Game</h2>

  <p><strong>Overview:</strong> <strong>MAGMATE Classic</strong> is an exciting magnetic strategy game that brings fun, skill, and a touch of science to every play. With its compact design and travel-friendly bag, you can enjoy the thrill of magnetic interaction anytime, anywhere.</p>

  <p><strong>What's Included:</strong></p>
  <ul>
    <li>24 irregular magnets</li>
    <li>Travel bag</li>
    <li>Lanyard</li>
    <li>Game guide</li>
  </ul>

  <p><strong>How to Play:</strong> The objective is simple—get rid of your magnetic stones by taking turns placing them inside the lanyard. Strategy meets physics as magnetic fields interact in unpredictable ways, making every round unique.</p>

  <p><strong>Key Features:</strong></p>
  <ul>
    <li><strong>Portable:</strong> Easy to carry anywhere with the included travel bag.</li>
    <li><strong>Engaging Gameplay:</strong> Combines strategy, skill, and magnetic fun.</li>
    <li><strong>Fun for All Ages:</strong> Perfect for family nights, parties, or casual hangouts.</li>
    <li><strong>Players:</strong> Designed for <strong>1–4 players</strong>.</li>
  </ul>

  <p><strong>Why You'll Love It:</strong> Whether at home, on a trip, or during a break, MAGMATE Classic turns any moment into a playful challenge filled with laughter and excitement.</p>
</div>","MAGMATE Classic - Fun Magnetic Game","Magmate can be played anywhere, anytime. The objective is get rid of your magetic stones by taking turns placing your magnets inside the lanyard.","{""code"":""INR"",""amount"":""599"",""symbol"":""₹""}","Adeloft",True,"{""type"":""PERCENT"",""value"":""20"",""symbol"":""%"",""code"":""TOASTD20""}",True,True,"https://assets.toastd.in/adeloft/adeloft-magmate-fun-table/images/adeloft_magmate_1.webp"
